Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,HouseColor,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,Price,WindowMaterial
1.0,1.7103826147308723,87.0,2.0,47.0,-1.0,False,0,1,0,Gray,False,0,2,0,1,6.0,1.43,51.6,186.03936,1
1.0,2.0,83.0,0.0,38.0,0.0,False,2,0,0,Gray,False,1,1,1,1,14.0,2.65,132.7990592953177,141.41595,2
4.0,3.0,141.0,1.0,47.0,-1.0,False,2,1,1,Yellow,False,2,2,1,1,6.0,4.61,230.4,299.86176,0
2.0,1.4043847851095568,64.0,2.0,69.0,0.0,False,0,0,1,Yellow,False,1,1,2,2,14.0,2.34,40.3321968472136,324.69779,2
2.0,1.0,69.0,1.0,44.0,-1.0,False,1,0,1,Yellow,False,1,0,2,2,6.0,2.14,69.5670498412602,127.65216,0
1.0,1.0,47.0,2.0,40.0,-1.0,False,0,1,0,Green,False,1,2,2,1,6.0,2.42,30.6418763786258,119.14781,0
2.0,1.9550859874482776,98.0,1.0,43.0,-1.0,False,2,0,0,Yellow,False,1,1,2,1,6.0,4.3,156.8,257.16476,2
2.0,5.0,138.0,2.0,47.0,-1.0,True,0,0,1,Gray,False,1,1,1,0,6.0,2.55,83.4,257.40436,0
1.0,1.0,61.0,2.0,47.0,1.0,False,2,1,0,Gray,False,1,0,0,1,16.0,3.65,97.49826504826316,220.08495,1
1.0,1.645485838599022,83.0,0.0,65.0,0.0,False,1,0,1,Green,False,1,0,1,1,14.0,2.2,83.0,141.99963,2
1.0,2.0,86.0,1.0,24.0,-1.0,False,0,1,0,Yellow,False,0,0,1,2,6.0,2.14,52.2,146.47819,1
2.0,2.0,106.0,1.0,63.0,-1.0,True,0,0,1,Yellow,False,0,2,2,2,6.0,3.81,63.0,149.38014,0
2.0,2.0,102.0,2.0,47.0,1.0,False,1,0,1,White,False,0,1,1,2,16.0,1.38,102.1422283380082,263.51077,0
1.0,2.0,61.0,2.0,52.0,2.0,False,0,1,1,Yellow,False,1,1,1,1,46.0,3.04,36.6,357.01552,1
1.0,2.617454391189898,143.0,0.0,10.0,1.0,True,2,1,1,Gray,False,2,2,1,1,16.0,4.14,229.0739526963756,256.29449,2
2.0,3.0,124.0,2.0,37.0,0.0,False,0,0,1,Yellow,False,2,0,1,2,14.0,4.52,75.0,273.71422,0
1.0,1.0459824669032414,46.0,2.0,47.0,1.0,False,1,0,1,Green,False,2,1,2,2,16.0,2.39,44.0,340.31024,2
1.0,1.2241314696744807,57.0,2.0,44.0,-1.0,False,2,1,1,Yellow,False,1,1,1,1,6.0,4.02,89.6,254.1963,1
2.0,1.0,95.0,0.0,36.0,-1.0,False,2,0,1,White,False,1,0,1,1,6.0,3.33,152.05403797552927,142.68712,1
2.0,2.5386613869271906,134.0,0.0,47.0,0.0,True,0,0,0,White,False,0,0,1,0,14.0,2.43,80.4,99.4823,1
1.0,2.0,88.0,0.0,50.0,1.0,False,0,0,1,Green,False,1,0,1,1,16.0,2.71,52.8,79.88437,0
1.0,1.0,37.0,2.0,51.0,-1.0,False,0,1,0,Yellow,False,2,2,2,0,6.0,2.38,21.0,166.2655,1
2.0,2.0,90.0,0.0,17.0,0.0,True,2,0,1,Gray,False,0,2,1,2,14.0,1.25,144.03113019210778,188.05449,2
1.0,2.244817125247887,120.0,0.0,42.0,-1.0,False,2,0,0,Gray,False,1,2,1,1,6.0,2.96,193.6,156.90169,2
2.0,2.0,61.0,1.0,67.0,-1.0,False,2,1,1,White,False,0,1,2,1,6.0,1.65,99.2,132.4717,0
1.0,1.8559852692552588,96.0,2.0,63.0,1.0,False,2,1,0,White,False,1,0,1,2,16.0,1.85,153.65861953221358,257.99568,0
1.0,2.0,94.0,2.0,30.0,-1.0,True,1,0,1,White,False,1,1,1,1,6.0,1.8,94.24521536909958,205.17058,0
1.0,1.0,83.0,1.0,63.0,2.0,False,0,1,1,Gray,False,1,1,0,1,46.0,1.7,49.8,323.33082,2
1.0,1.0,86.0,2.0,52.0,-1.0,True,0,0,1,Green,False,0,0,0,1,6.0,3.4,52.87261157126839,277.9167,2
2.0,1.0,88.0,2.0,47.0,-1.0,True,0,0,0,Gray,False,0,2,0,2,6.0,2.5,54.01264927345519,132.00758,0
1.0,1.0,42.0,0.0,47.0,0.0,False,0,1,0,Yellow,False,1,1,0,1,14.0,3.79,27.7917821231588,90.54936,2
1.0,1.0,20.0,1.0,45.0,1.0,False,2,0,1,White,False,1,1,2,1,16.0,3.85,31.710421224206986,158.23189,1
1.0,1.0,55.0,1.0,47.0,-1.0,False,0,1,0,Green,False,2,0,0,1,6.0,2.94,35.202027187373,62.24981,0
1.0,1.6292877216995656,82.0,2.0,50.0,1.0,True,1,1,1,Green,False,1,2,0,1,16.0,2.83,80.0,364.93799,2
1.0,2.0,121.0,0.0,67.0,0.0,False,0,0,1,White,False,1,1,1,2,14.0,3.01,72.82327135953739,133.82188,1
2.0,2.0,132.0,1.0,47.0,-1.0,False,1,0,0,Gray,False,1,2,2,0,6.0,1.63,131.75602697141545,164.47945,0
2.0,5.0,142.0,1.0,46.0,-1.0,True,1,1,0,Green,False,2,2,0,2,6.0,1.69,141.0,299.01165,2
2.0,2.0,70.0,1.0,46.0,-1.0,False,0,0,1,White,False,0,0,1,0,6.0,3.34,43.752309953774,192.13082,2
1.0,1.0,49.0,0.0,63.0,0.0,True,1,0,1,Green,False,1,2,0,1,14.0,2.53,49.82451741898869,118.94339,2
1.0,1.0,75.0,0.0,54.0,-1.0,False,1,0,1,Green,False,2,0,1,1,6.0,2.42,75.48980956794165,68.22623,0
1.0,1.0,67.0,1.0,48.0,-1.0,False,2,0,1,Yellow,False,1,1,1,0,6.0,1.52,105.6,236.47554,2
2.0,3.0,111.0,0.0,43.0,2.0,False,2,0,1,Gray,False,1,1,2,1,46.0,2.58,179.2,258.63502,2
1.0,3.0,111.0,1.0,39.0,-1.0,False,0,0,1,White,False,0,0,1,1,6.0,3.17,66.6,235.31797,2
1.0,1.0,26.0,1.0,52.0,-1.0,False,0,0,0,White,False,1,1,1,0,6.0,3.35,18.671480505664405,126.47319,2
1.0,1.0,97.0,0.0,18.0,-1.0,False,1,0,1,Green,False,1,1,1,2,6.0,2.11,97.2065952324403,89.34756,0
1.0,1.0,61.0,2.0,50.0,-1.0,False,1,0,0,Yellow,False,1,2,2,0,6.0,3.71,59.0,117.13648,0
1.0,2.0,139.0,2.0,37.0,-1.0,False,1,1,1,Gray,False,2,2,1,0,6.0,2.45,140.0,449.08449,2
2.0,3.0,102.0,0.0,24.0,-1.0,False,1,0,1,White,False,2,0,1,1,6.0,3.12,102.1422283380082,135.0304,1
2.0,2.0,95.0,1.0,38.0,-1.0,True,2,0,0,White,False,1,2,2,0,6.0,1.88,152.05403797552927,167.73093,0
1.0,1.0,97.0,1.0,43.0,-1.0,True,0,0,1,White,False,1,1,1,1,6.0,3.4,59.142818933295786,129.50189,0
1.0,1.2403293834357634,58.0,2.0,35.0,-1.0,False,2,0,1,Gray,False,0,0,1,2,6.0,1.45,92.68452037821028,316.54506,2
1.0,1.0,41.0,1.0,70.0,-1.0,True,0,0,1,White,False,2,0,1,1,6.0,3.15,27.2217632720654,173.23775,2
2.0,1.0,71.0,1.0,13.0,-1.0,True,0,1,0,Gray,False,0,1,1,1,6.0,2.85,44.3223288048674,146.63691,1
3.0,1.0,116.0,1.0,2.0,-1.0,True,2,1,1,Gray,False,1,0,0,2,6.0,2.59,184.0,229.05636,0
2.0,2.0,90.0,2.0,20.0,-1.0,False,2,1,1,Green,False,1,0,1,2,6.0,2.72,145.6,432.61927,2
1.0,2.0,98.0,2.0,47.0,-1.0,False,1,0,0,Green,False,0,2,2,1,6.0,3.39,98.19372185355388,221.86337,1
1.0,1.0,59.0,1.0,57.0,1.0,False,1,0,0,Yellow,False,1,1,1,0,16.0,4.2,59.69578363012444,101.6956,0
1.0,1.0,76.0,0.0,44.0,1.0,False,2,0,1,Yellow,False,2,1,1,1,16.0,4.14,123.2,111.35587,0
2.0,2.0,116.0,0.0,33.0,1.0,False,2,0,1,Green,False,1,2,1,2,16.0,2.77,185.6,182.82843,1
2.0,1.0,144.0,0.0,25.0,-1.0,False,1,0,0,White,False,2,1,1,1,6.0,3.48,143.60154642477835,100.83972,0
1.0,2.0,65.0,2.0,15.0,0.0,True,1,0,1,Gray,False,0,2,1,1,14.0,3.0,65.0,207.32179,0
1.0,0.8353644988945347,33.0,2.0,16.0,-1.0,True,0,0,1,Yellow,False,0,2,1,2,6.0,2.92,22.661612463318203,173.001,1
1.0,4.0,145.0,2.0,3.0,-1.0,False,1,0,1,Yellow,False,2,1,1,1,6.0,2.56,145.0,486.07042,2
1.0,1.0,49.0,0.0,47.0,-1.0,False,0,0,1,White,False,1,1,2,1,6.0,1.31,29.4,42.95066,0
3.0,4.0,148.0,1.0,14.0,-1.0,False,1,0,1,Gray,False,1,1,1,1,6.0,1.5,147.55005290923265,275.77505,1
2.0,2.3439211208449953,122.0,0.0,45.0,1.0,True,2,0,1,Green,False,1,0,0,0,16.0,2.38,195.3777400060053,172.52638,1
2.0,2.0,119.0,1.0,42.0,1.0,False,0,0,0,Green,False,2,1,2,1,16.0,2.21,71.68323365735057,156.40266,0
1.0,1.0,39.0,2.0,64.0,-1.0,True,2,1,0,Green,False,1,1,1,1,6.0,1.66,60.8,232.50046,2
2.0,3.0,109.0,1.0,38.0,-1.0,False,1,0,1,Green,False,2,1,0,1,6.0,2.3,108.0,176.28976,0
4.0,2.6555330744764896,133.0,0.0,65.0,1.0,False,2,0,1,Gray,False,1,2,1,1,16.0,3.06,212.8,197.74485,1
3.0,2.459223146807143,125.0,2.0,47.0,2.0,False,2,0,1,White,False,1,0,2,1,46.0,2.58,200.1914846760582,417.38406,0
1.0,1.0,57.0,1.0,47.0,1.0,False,2,0,0,Gray,False,1,1,2,0,16.0,2.75,91.079938821526,152.4031,1
1.0,1.3700995852976965,66.0,1.0,47.0,1.0,False,0,0,0,Yellow,False,1,1,1,1,16.0,2.57,39.6,95.72486,0
3.0,1.0,109.0,0.0,56.0,-1.0,False,0,0,0,Gray,False,1,2,0,1,6.0,2.0,65.98304514641659,67.77262,0
2.0,1.0,80.0,2.0,43.0,-1.0,False,0,1,1,Gray,False,2,0,1,1,6.0,1.75,49.45249846470799,316.28369,2
1.0,5.0,148.0,0.0,26.0,0.0,False,0,1,1,White,False,2,1,0,2,14.0,2.81,88.21378033905918,176.04793,1
2.0,4.0,134.0,1.0,35.0,1.0,False,2,1,1,Green,False,1,2,1,1,16.0,1.97,214.6327186862169,413.91325,2
1.0,1.0,46.0,1.0,47.0,-1.0,True,1,0,1,Yellow,False,2,2,1,1,6.0,4.54,45.0,131.35081,1
1.0,1.0,36.0,2.0,59.0,1.0,False,1,1,1,Gray,False,0,1,1,1,16.0,4.26,36.991871344512205,210.18379,1
1.0,1.0,89.0,2.0,47.0,0.0,False,1,0,1,Green,False,1,0,2,1,14.0,2.37,89.30958226353171,369.94703,2
2.0,2.0,69.0,1.0,36.0,-1.0,True,0,0,1,Yellow,False,1,1,1,1,6.0,1.3,41.4,109.66716,0
1.0,1.0,66.0,1.0,62.0,-1.0,True,2,1,1,White,False,0,2,2,2,6.0,3.89,107.2,157.02726,0
1.0,1.0,35.0,2.0,52.0,-1.0,False,0,0,1,Yellow,False,1,1,1,1,6.0,2.52,20.4,85.22168,0
2.0,5.0,144.0,2.0,43.0,-1.0,False,0,1,0,Gray,False,2,1,0,2,6.0,1.44,85.93370493468558,290.83335,1
3.0,3.0,112.0,2.0,40.0,2.0,False,0,1,1,White,False,2,1,1,0,46.0,1.85,68.4,381.84218,0
2.0,1.0,110.0,0.0,36.0,-1.0,False,1,0,0,White,False,2,2,0,0,6.0,3.6,111.0,105.38268,1
1.0,1.0,59.0,2.0,33.0,-1.0,False,0,0,1,Gray,False,2,1,1,1,6.0,2.07,37.4821025917466,134.87541,0
1.0,1.0,31.0,2.0,69.0,1.0,False,0,1,1,Gray,False,2,2,1,1,16.0,3.02,21.5215747611314,215.26759,1
1.0,2.0,106.0,1.0,25.0,-1.0,False,1,1,0,Gray,False,2,1,0,0,6.0,2.45,106.0,215.97648,2
1.0,0.7380754825204574,27.0,2.0,50.0,1.0,False,2,1,1,Gray,False,1,2,0,2,16.0,2.73,46.4,329.06989,2
1.0,1.110831770796191,50.0,1.0,20.0,-1.0,False,0,0,1,Gray,False,2,1,1,2,6.0,2.65,32.351932931906,192.68739,2
1.0,1.0,45.0,1.0,42.0,-1.0,False,1,0,0,White,False,2,1,0,1,6.0,2.15,44.0,73.01597,0
1.0,1.0,40.0,1.0,59.0,-1.0,False,0,1,1,Yellow,False,1,1,2,1,6.0,4.68,24.0,85.6927,0
1.0,1.0,54.0,1.0,46.0,-1.0,False,2,1,1,Green,False,2,1,1,2,6.0,2.2,86.4,240.31304,2
1.0,3.0,120.0,1.0,36.0,-1.0,True,1,0,0,Gray,False,0,2,1,1,6.0,3.26,119.91050751805255,189.09294,1
2.0,1.3395145650810902,60.0,0.0,47.0,-1.0,False,1,0,0,Gray,False,1,1,1,1,6.0,2.24,60.68291025123802,48.49086,0
2.0,1.6797752016116607,81.0,2.0,47.0,-1.0,True,1,1,1,White,False,2,1,1,0,6.0,3.05,82.0,326.95781,2
1.0,1.0,56.0,2.0,42.0,-1.0,False,0,0,1,Green,False,1,1,2,0,6.0,3.31,35.7720460384664,268.41264,2
1.0,1.0,46.0,1.0,48.0,-1.0,False,1,1,1,Yellow,False,2,1,0,2,6.0,1.56,46.0,207.05593,2
1.0,3.0,116.0,1.0,39.0,-1.0,False,2,1,0,Gray,False,2,2,1,0,6.0,1.36,185.75025066589956,194.77499,0
1.0,1.0,52.0,0.0,63.0,-1.0,False,0,1,1,Green,False,1,0,1,1,6.0,1.71,33.491970634092795,48.71951,0
1.0,1.2403291058894486,58.0,2.0,47.0,-1.0,False,2,0,1,Yellow,False,1,2,1,2,6.0,4.37,92.8,302.38519,2
2.0,1.0,78.0,2.0,47.0,0.0,False,2,1,0,Gray,False,2,2,2,1,14.0,1.41,124.8,231.679,0
1.0,1.0,44.0,1.0,39.0,1.0,True,2,1,1,Green,False,2,0,2,0,16.0,1.52,70.22037858463011,182.52735,1
1.0,1.0,50.0,2.0,51.0,-1.0,False,1,0,1,Yellow,False,2,0,0,1,6.0,4.15,50.81164404010226,175.91141,1
1.0,0.6409021630273539,21.0,2.0,58.0,-1.0,False,1,0,1,Yellow,False,2,1,1,0,6.0,4.71,22.0,227.44803,2
2.0,1.0,103.0,1.0,54.0,-1.0,False,2,0,1,White,False,1,0,0,1,6.0,3.83,163.2,217.5162,1
2.0,2.0686501783207634,105.0,1.0,64.0,-1.0,True,1,0,1,White,False,1,1,2,2,6.0,3.32,104.0,166.85527,0
2.0,2.0,124.0,1.0,59.0,-1.0,False,0,0,1,Yellow,False,2,2,2,1,6.0,4.42,74.4,164.2854,0
2.0,1.0,86.0,2.0,55.0,0.0,True,0,0,1,Yellow,False,1,1,1,1,14.0,1.25,52.2,256.16868,1
1.0,2.0,122.0,1.0,62.0,1.0,False,0,0,1,Yellow,False,1,1,1,2,16.0,3.7,73.2,177.93653,0
1.0,1.0,29.0,0.0,31.0,-1.0,False,2,0,0,Yellow,False,1,1,1,2,6.0,2.58,44.8,41.50118,0
1.0,1.0,43.0,1.0,63.0,-1.0,True,1,1,1,Gray,False,1,2,2,2,6.0,1.23,43.90175769230724,152.01113,1
2.0,2.0,72.0,2.0,68.0,2.0,False,2,1,1,White,False,1,1,1,0,46.0,3.48,115.2,416.7227,1
1.0,1.0,53.0,1.0,47.0,-1.0,False,0,1,1,Gray,False,1,1,1,0,6.0,2.08,32.4,124.47299,1
1.0,1.0,67.0,1.0,57.0,-1.0,False,1,0,0,Green,False,1,1,2,1,6.0,3.22,67.59279659903305,179.48507,2
5.0,1.0,145.0,1.0,47.0,1.0,False,2,0,1,Gray,False,0,0,1,1,16.0,2.61,232.0,338.96564,1
1.0,2.0,145.0,0.0,24.0,2.0,True,2,0,1,White,False,2,0,1,0,46.0,3.62,230.4,285.70427,2
2.0,3.0,117.0,0.0,54.0,-1.0,False,1,1,1,Yellow,False,2,2,1,1,6.0,1.9,117.0,114.88477,0
4.0,2.0,129.0,2.0,64.0,-1.0,False,0,0,1,Green,False,1,0,0,0,6.0,1.7,77.38342216828457,366.06377,2
1.0,1.0,30.0,0.0,3.0,-1.0,False,2,0,1,Gray,False,2,1,1,2,6.0,2.94,49.6,61.28632,0
3.0,1.0,134.0,0.0,49.0,-1.0,False,1,0,1,Gray,False,0,0,1,1,6.0,3.1,134.0,113.12582,0
1.0,1.0,20.0,1.0,42.0,1.0,False,2,1,0,Gray,False,0,0,2,1,16.0,1.12,31.710421224206986,173.62971,2
2.0,3.0,115.0,1.0,71.0,-1.0,True,0,1,1,White,False,2,1,1,1,6.0,2.95,69.403158252977,204.20415,1
5.0,1.0,147.0,1.0,27.0,1.0,False,1,0,1,White,False,0,0,1,0,16.0,1.3,146.0,336.6885,2
5.0,1.0,144.0,2.0,47.0,-1.0,False,0,0,1,Green,False,1,1,0,1,6.0,2.53,87.0,286.85049,1
1.0,1.0,24.0,1.0,36.0,-1.0,False,1,1,1,Green,False,0,1,2,2,6.0,2.55,25.146351891149298,175.9338,2
3.0,3.0,125.0,0.0,52.0,-1.0,False,1,0,1,Green,False,0,2,1,2,6.0,2.75,124.84614062362044,188.81029,2
1.0,1.2566680633440626,59.0,1.0,50.0,-1.0,False,0,1,0,White,False,2,0,1,1,6.0,2.23,37.2,174.77886,2
1.0,1.0,41.0,0.0,47.0,1.0,False,1,0,1,Green,False,1,1,1,1,16.0,1.71,42.0,118.883,2
2.0,2.0,70.0,1.0,51.0,-1.0,False,0,1,1,Yellow,False,1,0,0,2,6.0,3.31,43.752309953774,168.68387,1
2.0,3.0,101.0,0.0,34.0,1.0,False,2,1,0,Green,False,1,1,2,1,16.0,2.68,161.6815273156351,165.18466,2
1.0,1.0,96.0,1.0,47.0,-1.0,False,2,1,1,Yellow,False,0,1,1,2,6.0,2.09,155.2,181.90686,0
2.0,3.0,117.0,2.0,41.0,-1.0,False,1,0,1,Gray,False,1,1,2,1,6.0,1.02,116.0,260.6362,0
2.0,3.0,120.0,2.0,34.0,-1.0,False,0,0,1,Green,False,1,0,1,2,6.0,3.0,72.0,378.64103,2
2.0,2.0,120.0,2.0,40.0,-1.0,False,0,0,1,Green,False,2,0,1,0,6.0,2.37,71.4,213.97397,0
1.0,2.0,70.0,1.0,47.0,-1.0,True,1,0,1,Gray,False,1,1,0,2,6.0,1.65,69.0,201.0415,2
1.0,1.0,47.0,1.0,36.0,-1.0,False,2,1,0,Green,False,1,1,2,1,6.0,2.38,75.03412325468301,137.29978,1
1.0,1.0,104.0,1.0,47.0,1.0,True,0,0,1,Green,False,0,1,1,1,16.0,2.03,63.13295089094959,141.41593,0
1.0,2.0,80.0,2.0,57.0,-1.0,False,1,1,1,Green,False,1,1,1,2,6.0,3.03,80.42544267350952,353.83271,2
1.0,1.0,25.0,2.0,71.0,-1.0,False,1,1,0,Yellow,False,0,1,0,1,6.0,2.85,26.133478512262872,189.49891,2
1.0,1.0,35.0,2.0,52.0,2.0,False,1,1,1,White,False,1,1,2,2,46.0,2.73,36.00474472339863,425.90971,2
1.0,1.0,59.0,2.0,69.0,-1.0,False,1,0,1,Gray,False,1,1,1,1,6.0,1.04,57.0,206.81693,1
1.0,0.7219441807649154,26.0,2.0,50.0,-1.0,False,0,0,0,White,False,0,2,1,1,6.0,2.52,15.6,66.73551,0
1.0,1.0,42.0,2.0,37.0,-1.0,False,0,0,0,White,False,2,1,1,1,6.0,3.54,25.8,160.08991,1
1.0,1.1756475994789337,54.0,1.0,53.0,-1.0,False,0,1,1,White,False,0,2,0,1,6.0,1.38,34.6320083362796,135.81925,1
5.0,4.0,140.0,0.0,18.0,1.0,False,0,1,1,Gray,False,1,2,1,2,16.0,2.36,84.6,179.91249,1
3.0,2.0,120.0,2.0,67.0,-1.0,False,2,0,0,Gray,False,1,1,1,2,6.0,1.54,192.1685768926367,395.16137,2
1.0,1.0,102.0,2.0,47.0,2.0,False,2,1,0,Green,False,1,2,1,2,46.0,3.39,161.6,367.64759,0
1.0,1.0,73.0,0.0,69.0,-1.0,False,1,0,0,Gray,False,1,1,0,2,6.0,1.09,73.5155563257145,80.46997,1
2.0,1.0,132.0,0.0,27.0,-1.0,True,2,1,1,Yellow,False,1,2,1,1,6.0,1.98,211.42355557284827,212.69941,2
3.0,2.5081356901710397,128.0,0.0,29.0,-1.0,False,0,0,0,Green,False,2,2,1,2,6.0,2.02,76.8,91.6218,0
2.0,3.0,123.0,0.0,38.0,-1.0,False,0,1,1,Yellow,False,2,2,2,1,6.0,1.2,73.96330906172417,114.44502,0
1.0,1.0,41.0,0.0,53.0,-1.0,True,2,1,1,White,False,0,2,1,0,6.0,2.96,65.40663391457723,59.27714,0
1.0,1.029710264602778,45.0,1.0,47.0,-1.0,True,2,1,1,Gray,False,2,1,1,2,6.0,1.87,71.8249601413144,177.63342,1
1.0,2.0,87.0,0.0,61.0,1.0,False,0,1,0,Gray,False,2,2,2,0,16.0,1.46,53.44263042236179,138.39895,2
1.0,1.0,40.0,1.0,47.0,0.0,False,0,0,1,Gray,False,1,1,1,1,14.0,2.82,26.651744420972,185.83721,2
1.0,1.499658316740465,74.0,2.0,36.0,-1.0,False,1,0,1,Gray,False,0,2,0,0,6.0,4.66,74.50268294682807,304.53114,2
1.0,1.515758140110259,75.0,2.0,47.0,1.0,False,2,1,1,Yellow,False,1,2,1,2,16.0,2.11,118.4,345.47573,1
2.0,2.0,80.0,0.0,52.0,-1.0,False,2,0,0,Yellow,False,1,1,1,2,6.0,4.14,127.98531462526483,86.32978,0
1.0,1.24032526041354,58.0,1.0,47.0,-1.0,False,2,0,1,Yellow,False,1,1,2,1,6.0,1.93,94.4,211.80228,2
2.0,2.0,94.0,1.0,67.0,1.0,False,1,1,1,Green,False,2,1,2,0,16.0,3.42,94.24521536909958,243.03653,1
2.0,2.0,138.0,0.0,52.0,-1.0,False,0,1,0,Gray,False,0,0,1,0,6.0,2.47,82.2,126.06172,2
3.0,1.0,119.0,1.0,70.0,-1.0,False,2,0,1,White,False,1,0,1,0,6.0,1.64,190.56399533595243,244.05737,1
1.0,1.0,100.0,1.0,48.0,-1.0,False,1,0,1,Green,False,1,1,1,2,6.0,3.36,100.16797509578105,266.35565,2
1.0,1.904732183853217,99.0,1.0,53.0,1.0,False,1,0,0,White,False,2,1,0,1,16.0,1.47,99.18084847466746,229.69162,2
3.0,3.0,133.0,2.0,52.0,-1.0,False,2,0,1,Yellow,False,0,2,1,2,6.0,4.74,216.0,352.56597,0
2.0,1.0,133.0,1.0,50.0,-1.0,False,1,0,0,Gray,False,0,1,2,1,6.0,1.01,132.74315359252904,198.63211,1
2.0,1.6149647947177614,77.0,2.0,29.0,1.0,False,1,0,0,White,False,2,1,2,1,16.0,1.74,77.4640628101688,270.93512,1
1.0,2.0,83.0,0.0,68.0,-1.0,True,1,0,0,Gray,False,0,0,2,1,6.0,2.62,83.0,56.91172,0
1.0,1.0,25.0,2.0,39.0,-1.0,True,1,0,0,Yellow,False,2,0,2,2,6.0,2.8,24.0,212.14669,2
2.0,2.0,76.0,2.0,47.0,-1.0,False,0,1,1,Gray,False,2,1,1,1,6.0,1.85,46.2,163.32306,0
1.0,1.0,57.0,2.0,35.0,1.0,True,0,0,1,Gray,False,1,2,1,1,16.0,1.52,34.8,176.95282,0
1.0,1.0,55.0,0.0,29.0,-1.0,False,2,1,0,Yellow,False,1,2,1,0,6.0,3.95,86.4,94.23314,1
3.0,2.0,111.0,0.0,2.0,0.0,False,2,1,1,Gray,False,1,0,1,2,14.0,2.87,177.72734288247804,177.11033,1
3.0,1.0,108.0,0.0,65.0,-1.0,False,0,1,0,White,False,1,1,2,0,6.0,3.0,65.41302629532319,77.5376,0
1.0,1.0,57.0,1.0,35.0,-1.0,False,1,0,1,White,False,1,1,2,1,6.0,3.25,58.0,111.69816,0
2.0,1.0,70.0,2.0,1.0,-1.0,False,0,0,1,White,False,1,1,0,2,6.0,3.23,43.752309953774,237.67733,1
2.0,2.0,89.0,,62.0,-1.0,True,2,1,1,White,False,2,2,1,1,6.0,1.72,142.4265486354235,399.92552,2
1.0,1.4025073555243355,68.0,2.0,47.0,2.0,True,0,0,1,Yellow,False,2,2,2,0,46.0,1.79,40.8,440.77934,2
4.0,1.0,136.0,2.0,25.0,1.0,True,0,0,0,Yellow,False,2,1,1,1,16.0,2.12,81.37355412593837,356.37917,2
1.0,1.0,36.0,2.0,60.0,1.0,True,0,0,1,White,False,0,1,2,2,16.0,3.1,21.6,137.6421,0
1.0,0.8028891002357812,31.0,2.0,45.0,-1.0,False,2,0,1,Green,False,2,1,1,1,6.0,2.94,49.6,194.63095,1
1.0,5.0,137.0,1.0,48.0,-1.0,False,0,0,1,Gray,False,0,1,1,2,6.0,3.15,81.6,228.76437,1
